timestamp,open,high,low,close,volume
2025-11-12 02:00:00,963.582,964.708,958.225,961.274,344.1249
2025-11-12 03:00:00,961.275,962.933,960.14,961.206,952.8224
2025-11-12 04:00:00,961.473,962.638,957.655,959.728,368.9279
2025-11-12 05:00:00,959.957,962.973,957.683,958.371,629.4306
2025-11-12 06:00:00,958.269,961.999,957.786,958.148,662.7127
2025-11-12 07:00:00,958.111,959.662,951.629,953.187,654.9455
2025-11-12 08:00:00,953.187,964.76,953.187,963.949,717.0309
2025-11-12 09:00:00,963.948,969.469,963.749,966.88,773.5011
2025-11-12 10:00:00,967.052,973.119,966.764,972.444,695.377
2025-11-12 11:00:00,972.491,975.478,968.423,971.169,716.1839
2025-11-12 12:00:00,971.478,974.952,969.916,973.306,746.0825
2025-11-12 13:00:00,973.247,978.731,970.161,976.839,820.3815
2025-11-12 14:00:00,976.843,976.843,959.429,966.228,652.1733
2025-11-12 15:00:00,966.228,969.3,946.44,949.571,697.76438332
2025-11-12 16:00:00,949.524,951.451,938.021,942.594,657.0184
2025-11-12 17:00:00,942.594,952.196,941.439,950.367,706.8543
2025-11-12 18:00:00,950.058,954.999,949.201,950.889,796.0789
2025-11-12 19:00:00,951.123,951.565,942.855,948.833,816.8489
2025-11-12 20:00:00,948.54,955.522,946.81,953.452,605.7375
2025-11-12 21:00:00,953.455,957.588,953.324,955.784,215.6704
2025-11-12 22:00:00,955.785,957.449,952.158,957.266,863.5799
2025-11-12 23:00:00,957.355,957.355,951.333,952.938,572.7803
2025-11-13 00:00:00,952.979,956.909,951.861,953.066,567.5391
2025-11-13 01:00:00,952.94,959.903,952.79,955.962,391.978
2025-11-13 02:00:00,955.95,957.063,953.563,955.792,434.6816
2025-11-13 03:00:00,955.832,964.0,946.406,960.0,382.3744
2025-11-13 04:00:00,959.571,962.999,957.294,962.18,218.5313
2025-11-13 05:00:00,962.088,970.999,959.288,968.863,367.1754
2025-11-13 06:00:00,968.898,971.0,966.94,968.14,347.6908
2025-11-13 07:00:00,968.138,969.899,963.506,964.831,438.6044
2025-11-13 08:00:00,964.908,968.306,964.388,966.282,672.2160188
2025-11-13 09:00:00,966.243,966.784,959.895,960.817,236.6307
2025-11-13 10:00:00,960.993,966.411,960.993,964.193,235.1778
2025-11-13 11:00:00,964.194,967.851,963.513,967.27,450.8667
2025-11-13 12:00:00,967.105,968.052,964.913,965.853,149.0378
2025-11-13 13:00:00,965.895,966.709,957.199,959.922,299.7523
2025-11-13 14:00:00,959.906,967.9,952.753,964.3,468.1885
2025-11-13 15:00:00,964.075,966.214,954.011,957.351,356.5907
2025-11-13 16:00:00,957.429,959.35,945.242,946.225,590.734
2025-11-13 17:00:00,946.307,946.691,930.449,931.088,672.532
2025-11-13 18:00:00,930.774,933.014,914.051,916.984,756.1336
2025-11-13 19:00:00,917.142,924.398,911.387,913.886,566.4184
2025-11-13 20:00:00,913.657,918.6,906.12,914.405,489.1226
2025-11-13 21:00:00,914.301,919.46,909.811,914.761,376.9287
2025-11-13 22:00:00,914.544,924.999,912.158,923.303,636.2648
2025-11-13 23:00:00,923.268,932.679,920.545,927.106,418.2006
2025-11-14 00:00:00,927.106,929.506,919.71,921.727,311.4336
2025-11-14 01:00:00,921.734,926.363,919.204,921.664,352.1543
2025-11-14 02:00:00,921.846,933.682,921.365,930.396,430.935
2025-11-14 03:00:00,930.428,931.333,920.001,923.921,350.0416
2025-11-14 04:00:00,924.13,924.271,899.776,913.92,615.8958
2025-11-14 05:00:00,914.262,920.093,911.733,919.323,598.7013
2025-11-14 06:00:00,919.38,923.608,907.044,923.18,408.7837
2025-11-14 07:00:00,923.066,926.764,918.392,923.009,508.2642
2025-11-14 08:00:00,922.865,922.896,915.29,919.801,208.8213
2025-11-14 09:00:00,919.258,921.932,909.643,910.709,497.3468
2025-11-14 10:00:00,910.798,917.828,910.331,912.932,371.0269
2025-11-14 11:00:00,912.803,915.024,904.83,909.235,428.1043
2025-11-14 12:00:00,909.193,909.193,888.0,906.342,681.2901
2025-11-14 13:00:00,906.344,909.764,896.63,906.149,635.2387
2025-11-14 14:00:00,906.091,928.269,904.726,924.737,1055.1218
2025-11-14 15:00:00,924.502,931.174,918.171,925.594,423.6335
2025-11-14 16:00:00,925.716,933.329,921.742,931.187,326.5858
2025-11-14 17:00:00,931.269,931.949,920.543,922.838,701.6551
2025-11-14 18:00:00,922.47,927.317,918.672,921.144,358.6481
2025-11-14 19:00:00,920.832,932.536,919.862,931.704,745.8855
2025-11-14 20:00:00,931.572,933.201,913.593,919.397,814.7676
2025-11-14 21:00:00,919.393,927.999,917.564,925.651,437.7585
2025-11-14 22:00:00,925.646,928.905,920.501,923.03,773.9937
2025-11-14 23:00:00,923.018,923.018,907.776,915.249,358.698
2025-11-15 00:00:00,915.112,926.215,914.821,922.515,196.8103
2025-11-15 01:00:00,922.526,930.112,919.302,928.404,182.3161
2025-11-15 02:00:00,928.494,935.916,926.718,935.867,256.4579
2025-11-15 03:00:00,935.891,935.891,929.385,931.909,201.1685
2025-11-15 04:00:00,931.707,933.782,927.131,927.599,175.6547
2025-11-15 05:00:00,927.964,932.533,927.241,932.017,352.0745
2025-11-15 06:00:00,932.04,935.333,930.515,932.625,266.9364
2025-11-15 07:00:00,932.727,937.064,931.488,936.312,237.659
2025-11-15 08:00:00,936.311,939.048,930.481,932.863,559.3316
2025-11-15 09:00:00,933.007,938.702,930.781,934.549,390.6262
2025-11-15 10:00:00,934.551,937.0,929.72,936.336,523.6552
2025-11-15 11:00:00,936.402,937.46,929.038,930.682,608.2999
2025-11-15 12:00:00,930.681,934.85,929.008,934.466,924.5015
2025-11-15 13:00:00,934.495,938.0,932.778,936.739,769.7121
2025-11-15 14:00:00,936.658,937.837,934.326,936.403,449.1073
2025-11-15 15:00:00,936.246,938.21,934.661,936.328,379.1999
2025-11-15 16:00:00,936.21,937.108,930.832,937.051,243.2887
2025-11-15 17:00:00,937.101,941.509,935.745,940.892,286.3714
2025-11-15 18:00:00,941.0,943.114,939.95,941.075,499.372
2025-11-15 19:00:00,941.307,945.12,940.925,941.146,160.8396
2025-11-15 20:00:00,941.237,941.412,931.613,932.842,378.7109
2025-11-15 21:00:00,932.957,934.247,926.031,927.295,218.6269
2025-11-15 22:00:00,927.323,932.87,926.539,932.313,653.4349
2025-11-15 23:00:00,932.313,936.599,931.254,932.086,326.0991
2025-11-16 00:00:00,932.118,933.39,927.903,930.192,212.6209
2025-11-16 01:00:00,929.766,929.9,921.6,928.173,232.9572
2025-11-16 02:00:00,928.104,939.969,925.236,939.606,412.9973
2025-11-16 03:00:00,939.7,941.364,936.449,941.069,257.9963
2025-11-16 04:00:00,940.887,941.501,937.781,941.11,460.9757
2025-11-16 05:00:00,941.095,944.899,940.806,943.999,369.0698
2025-11-16 06:00:00,944.074,948.263,942.529,943.271,579.6495
2025-11-16 07:00:00,943.214,943.624,940.317,943.33,467.9606
2025-11-16 08:00:00,943.231,945.114,941.506,944.452,772.0725
2025-11-16 09:00:00,944.512,949.694,941.85,949.04,615.6446
2025-11-16 10:00:00,949.037,949.498,946.661,947.31,605.3355
2025-11-16 11:00:00,947.669,948.158,930.681,931.685,674.0523
2025-11-16 12:00:00,931.761,937.774,928.3,932.621,840.7152
2025-11-16 13:00:00,932.744,934.106,925.84,929.881,404.652
2025-11-16 14:00:00,929.977,938.976,929.032,936.01,586.1
2025-11-16 15:00:00,935.929,936.19,922.116,923.639,865.0685
2025-11-16 16:00:00,923.64,927.949,913.323,914.408,437.0459
2025-11-16 17:00:00,914.503,919.185,908.16,915.708,693.9341
2025-11-16 18:00:00,915.606,930.012,912.95,916.012,735.018
2025-11-16 19:00:00,915.939,926.24,915.452,919.863,514.023
2025-11-16 20:00:00,919.901,925.971,918.66,920.0,446.6182
2025-11-16 21:00:00,919.857,920.353,911.001,915.333,449.1669
2025-11-16 22:00:00,915.264,923.912,910.772,922.387,637.2032
2025-11-16 23:00:00,922.913,931.753,910.44,926.717,378.1957
2025-11-17 00:00:00,926.739,938.47,919.739,935.532,346.8086
2025-11-17 01:00:00,935.499,936.241,928.73,928.73,390.6553
2025-11-17 02:00:00,929.024,934.986,927.442,930.357,266.0173
2025-11-17 03:00:00,930.208,939.42,930.153,934.515,312.5973
2025-11-17 04:00:00,934.471,937.039,931.143,932.849,172.0755
2025-11-17 05:00:00,932.851,935.26,931.416,934.248,202.1449
2025-11-17 06:00:00,934.346,934.994,930.148,933.945,343.3533
2025-11-17 07:00:00,934.004,937.679,933.369,935.144,440.6134
2025-11-17 08:00:00,935.144,938.22,934.7,935.505,280.4711
2025-11-17 09:00:00,935.397,937.671,933.498,936.411,183.1992
2025-11-17 10:00:00,936.281,936.495,932.331,934.074,372.6955
2025-11-17 11:00:00,934.207,938.47,931.188,933.292,470.2547
2025-11-17 12:00:00,933.34,934.364,929.513,930.448,253.774
2025-11-17 13:00:00,930.447,931.35,901.253,907.212,530.6846
2025-11-17 14:00:00,906.758,933.883,902.001,918.964,766.6842
2025-11-17 15:00:00,919.521,922.966,908.62,911.658,463.3775
2025-11-17 16:00:00,911.781,921.804,900.552,920.867,548.1557
2025-11-17 17:00:00,921.054,922.042,908.129,910.414,248.9831
2025-11-17 18:00:00,910.684,915.599,905.187,908.311,360.371
2025-11-17 19:00:00,908.164,909.547,893.282,897.153,554.9713
2025-11-17 20:00:00,897.107,905.524,891.424,902.238,709.921
2025-11-17 21:00:00,902.143,906.139,897.927,902.553,286.8943
2025-11-17 22:00:00,902.655,910.997,900.848,907.049,828.0658
2025-11-17 23:00:00,907.053,908.651,903.037,907.381,646.8105
2025-11-18 00:00:00,907.574,915.243,898.24,914.485,651.15258084
2025-11-18 01:00:00,914.701,918.815,909.428,912.468,186.5258
2025-11-18 02:00:00,912.504,917.973,900.8,903.251,431.578
2025-11-18 03:00:00,903.068,904.917,884.629,903.473,1094.7376
2025-11-18 04:00:00,903.564,908.302,892.788,906.509,681.4183
2025-11-18 05:00:00,906.77,913.392,902.02,910.71,448.7931
2025-11-18 06:00:00,910.843,911.717,903.08,903.295,324.5873
2025-11-18 07:00:00,903.282,912.956,900.117,910.453,282.7438
2025-11-18 08:00:00,910.459,917.23,910.131,915.15,424.9839
2025-11-18 09:00:00,915.329,925.17,912.031,920.68,726.5339
2025-11-18 10:00:00,920.469,923.676,917.099,919.789,322.0078
2025-11-18 11:00:00,919.609,920.28,914.486,915.465,442.1297
2025-11-18 12:00:00,915.689,919.559,912.783,917.439,249.2163
2025-11-18 13:00:00,917.411,917.785,910.7,915.977,323.1084
2025-11-18 14:00:00,915.849,925.03,914.75,915.651,399.1685
2025-11-18 15:00:00,915.004,927.618,912.349,925.907,475.0101
2025-11-18 16:00:00,926.037,939.263,924.497,936.896,595.0181
2025-11-18 17:00:00,937.059,937.5,930.458,933.879,679.7667
2025-11-18 18:00:00,934.213,938.43,933.93,934.675,372.8941
2025-11-18 19:00:00,934.938,938.904,933.74,935.915,260.8582
2025-11-18 20:00:00,935.911,937.114,933.631,934.017,190.6191
2025-11-18 21:00:00,933.913,934.924,928.73,928.819,459.7568
2025-11-18 22:00:00,928.746,935.681,928.537,934.402,817.8272
2025-11-18 23:00:00,934.402,935.226,931.679,932.458,340.4907
2025-11-19 00:00:00,932.642,932.907,924.664,931.358,612.6667
2025-11-19 01:00:00,931.282,935.766,928.951,935.035,445.2714
2025-11-19 02:00:00,935.054,940.978,933.773,938.717,474.6783
2025-11-19 03:00:00,938.59,938.728,930.188,932.328,371.8442
2025-11-19 04:00:00,932.193,932.96,924.158,925.893,425.2215
2025-11-19 05:00:00,925.949,926.755,913.322,918.891,388.5065
2025-11-19 06:00:00,918.982,926.602,917.264,924.922,399.9539
2025-11-19 07:00:00,924.925,932.678,924.338,931.162,318.2604
2025-11-19 08:00:00,931.061,933.985,924.52,925.84,397.7993
2025-11-19 09:00:00,925.868,925.868,919.48,924.042,652.8162
2025-11-19 10:00:00,924.043,926.067,921.924,922.574,632.2751
2025-11-19 11:00:00,922.534,925.418,920.576,921.855,585.3101
2025-11-19 12:00:00,921.851,925.459,920.56,924.553,371.0645
2025-11-19 13:00:00,924.756,924.756,916.066,917.291,661.7954
2025-11-19 14:00:00,917.416,919.738,910.754,916.568,322.5857
2025-11-19 15:00:00,916.599,923.485,892.74,894.426,778.8048
2025-11-19 16:00:00,893.867,899.391,884.309,887.599,883.3683
2025-11-19 17:00:00,887.786,890.448,876.959,884.218,762.6651
2025-11-19 18:00:00,884.137,884.887,872.328,876.943,1265.3015
2025-11-19 19:00:00,877.088,880.303,874.207,878.789,496.7945
2025-11-19 20:00:00,878.713,888.5,876.36,886.982,341.9585
2025-11-19 21:00:00,887.202,899.306,885.629,897.357,677.1165
2025-11-19 22:00:00,897.356,897.439,889.564,893.312,378.9583
2025-11-19 23:00:00,893.364,901.509,891.778,897.674,427.3472
2025-11-20 00:00:00,897.696,906.71,893.857,900.811,480.2355
2025-11-20 01:00:00,900.824,909.896,900.028,908.779,542.5822
2025-11-20 02:00:00,908.776,915.861,908.095,911.8,605.3225
2025-11-20 03:00:00,912.043,914.082,908.941,910.158,187.5018
2025-11-20 04:00:00,910.15,911.861,905.385,911.764,490.1131
2025-11-20 05:00:00,912.0,914.609,907.97,908.152,206.1861
2025-11-20 06:00:00,908.178,909.836,899.496,903.556,666.0508
2025-11-20 07:00:00,903.479,908.816,902.66,907.661,298.8872
2025-11-20 08:00:00,907.717,908.665,904.528,906.281,275.3156
2025-11-20 09:00:00,906.491,906.567,898.332,901.302,569.8742
2025-11-20 10:00:00,901.36,901.886,896.918,900.763,599.6412
2025-11-20 11:00:00,900.819,903.429,899.531,902.199,530.749
2025-11-20 12:00:00,902.4,904.503,899.083,903.342,653.1005
2025-11-20 13:00:00,903.393,908.6,897.042,899.284,677.4711
2025-11-20 14:00:00,899.241,903.43,890.909,898.151,565.0498
2025-11-20 15:00:00,898.252,898.593,889.001,890.053,441.7684
2025-11-20 16:00:00,889.917,890.536,876.966,880.249,882.7926
