timestamp,open,high,low,close,volume
2025-11-12 02:00:00,369.76,378.8,369.76,377.22,6187.456
2025-11-12 03:00:00,376.98,379.42,374.3,375.04,4929.412
2025-11-12 04:00:00,375.04,378.1,374.13,375.64,3501.354
2025-11-12 05:00:00,375.71,379.04,374.34,376.17,4638.372
2025-11-12 06:00:00,376.19,385.4,376.19,383.41,8708.041
2025-11-12 07:00:00,383.36,383.37,379.14,381.44,5061.5
2025-11-12 08:00:00,381.48,387.64,380.68,387.28,9933.319
2025-11-12 09:00:00,387.15,388.83,382.21,388.68,7427.699
2025-11-12 10:00:00,388.42,388.83,384.04,386.74,4973.436
2025-11-12 11:00:00,386.75,387.14,379.75,385.25,5260.293
2025-11-12 12:00:00,385.33,388.83,382.05,382.27,4547.051
2025-11-12 13:00:00,382.16,387.72,380.0,386.75,5448.484
2025-11-12 14:00:00,386.88,387.68,380.05,383.37,4432.801
2025-11-12 15:00:00,383.34,388.83,374.85,377.36,7392.371
2025-11-12 16:00:00,377.71,388.83,375.3,387.59,5685.068
2025-11-12 17:00:00,387.78,391.86,384.0,391.72,5733.878
2025-11-12 18:00:00,391.64,392.95,387.93,391.21,4685.034
2025-11-12 19:00:00,391.31,391.34,381.92,384.14,5524.027
2025-11-12 20:00:00,384.15,390.3,384.15,388.91,5479.423
2025-11-12 21:00:00,388.92,391.85,380.73,391.11,5288.119
2025-11-12 22:00:00,391.22,393.53,383.33,384.09,4147.743
2025-11-12 23:00:00,384.09,390.21,383.36,388.34,4529.23
2025-11-13 00:00:00,388.28,397.08,387.51,394.84,6041.442
2025-11-13 01:00:00,394.88,399.33,390.48,391.54,5192.998
2025-11-13 02:00:00,391.54,398.64,388.0,397.17,5164.222
2025-11-13 03:00:00,397.38,400.0,393.48,394.24,7331.116
2025-11-13 04:00:00,394.14,397.5,392.36,396.31,5386.284
2025-11-13 05:00:00,396.38,399.3,389.3,398.69,4061.947
2025-11-13 06:00:00,398.89,401.84,394.82,397.85,4538.619
2025-11-13 07:00:00,397.92,404.0,394.85,400.22,3957.565
2025-11-13 08:00:00,400.21,401.09,393.18,394.89,4465.064
2025-11-13 09:00:00,395.12,395.76,384.19,385.91,4704.088
2025-11-13 10:00:00,385.55,389.59,385.55,387.08,3421.016
2025-11-13 11:00:00,386.98,389.23,383.41,388.78,5491.385
2025-11-13 12:00:00,388.89,392.96,385.31,390.69,3710.267
2025-11-13 13:00:00,390.76,391.44,387.32,389.34,3932.153
2025-11-13 14:00:00,389.42,389.62,381.55,384.17,4846.162
2025-11-13 15:00:00,383.86,384.5,376.88,378.82,4850.208
2025-11-13 16:00:00,378.97,381.16,371.35,372.51,7560.563
2025-11-13 17:00:00,372.41,378.8,371.71,373.65,6074.984
2025-11-13 18:00:00,373.84,377.27,373.01,373.41,9357.619
2025-11-13 19:00:00,373.35,376.7,373.01,373.91,5439.603
2025-11-13 20:00:00,373.62,378.31,373.04,377.39,5531.405
2025-11-13 21:00:00,377.37,382.75,374.76,378.7,6191.888
2025-11-13 22:00:00,378.52,385.5,378.31,384.18,5553.257
2025-11-13 23:00:00,384.19,389.72,383.73,385.52,5775.402
2025-11-14 00:00:00,385.82,388.83,380.49,383.62,5843.715
2025-11-14 01:00:00,383.79,390.76,383.21,389.08,3942.316
2025-11-14 02:00:00,389.03,391.27,384.98,386.36,3839.582
