timestamp,open,high,low,close,volume,returns
2025-12-06 14:00:00,132.95,133.99,132.84,133.72,12640.682,0.005774943862869155
2025-12-06 15:00:00,133.73,133.79,132.23,132.87,13991.908,-0.006376854948681326
2025-12-06 16:00:00,132.88,133.53,132.8,133.09,9939.252,0.0016543844952481312
2025-12-06 17:00:00,133.09,133.38,132.69,132.96,7306.335,-0.0009772599913266547
2025-12-06 18:00:00,132.97,133.18,132.62,132.81,5787.334,-0.0011287956949787284
2025-12-06 19:00:00,132.81,132.97,131.79,132.07,12017.449,-0.005587450356446435
2025-12-06 20:00:00,132.08,132.61,132.06,132.5,6938.407,0.0032505603705639684
2025-12-06 21:00:00,132.49,132.92,132.24,132.42,6771.537,-0.0006039559295769153
2025-12-06 22:00:00,132.41,132.62,131.8,132.14,6491.34,-0.002116722894960377
2025-12-06 23:00:00,132.16,132.34,131.32,132.2,10274.74737614,0.00045396081584625134
2025-12-07 00:00:00,132.2,132.7,131.94,132.38,6662.148,0.0013606472731908378
2025-12-07 01:00:00,132.38,132.78,132.28,132.3,5683.763,-0.0006045035698665836
2025-12-07 02:00:00,132.31,133.44,132.29,133.26,6279.443,0.007230036013480892
2025-12-07 03:00:00,133.27,133.57,133.01,133.5,3506.005,0.001799370705913268
2025-12-07 04:00:00,133.5,133.53,132.86,133.01,4658.313,-0.0036771644750994794
2025-12-07 05:00:00,133.02,133.23,132.68,132.82,4837.583,-0.001429485252637168
2025-12-07 06:00:00,132.83,133.21,132.75,133.07,3874.136,0.0018804774430834228
2025-12-07 07:00:00,133.07,133.12,131.92,132.11,6036.146,-0.007240396665388269
2025-12-07 08:00:00,132.1,132.57,131.69,131.92,6392.239,-0.0014392306389194337
2025-12-07 09:00:00,131.91,132.09,131.54,131.87,7597.513,-0.00037908943173563687
2025-12-07 10:00:00,131.88,132.53,131.71,132.27,7502.504,0.0030286992183482047
2025-12-07 11:00:00,132.27,132.5,132.15,132.43,5689.801,0.0012089159009170084
2025-12-07 12:00:00,132.43,133.07,132.37,132.9,5248.285,0.003542761780326667
2025-12-07 13:00:00,132.92,133.0,131.53,131.73,9278.378,-0.008842592477464035
2025-12-07 14:00:00,131.73,131.83,127.74,128.17,42136.00594551,-0.02739686550000319
2025-12-07 15:00:00,128.16,132.23,128.06,132.04,30728.984,0.029747399243259677
2025-12-07 16:00:00,132.03,132.03,130.5,131.97,22895.965,-0.0005302829562541554
2025-12-07 17:00:00,131.97,135.55,131.31,134.83,26966.13,0.021440101617245143
2025-12-07 18:00:00,134.83,136.27,134.83,136.06,17320.466,0.009081239270931341
2025-12-07 19:00:00,136.06,136.17,135.22,135.72,12731.47357851,-0.0025020250008853913
2025-12-07 20:00:00,135.73,136.36,135.65,136.21,6933.2049905,0.0036038725432209237
2025-12-07 21:00:00,136.19,136.19,132.49,133.1,19167.743,-0.023097087058184376
2025-12-07 22:00:00,133.1,133.1,129.81,131.3,25799.21299522,-0.013615944092315308
2025-12-07 23:00:00,131.25,132.39,130.59,132.26,10608.659,0.007284900937765581
2025-12-08 00:00:00,132.26,132.74,131.56,131.61,10303.483,-0.00492667840028383
2025-12-08 01:00:00,131.62,134.46,131.54,133.36,11956.01496613,0.013209234596306234
2025-12-08 02:00:00,133.37,134.19,133.14,134.04,8794.163,0.0050860244265708175
2025-12-08 03:00:00,134.04,134.7,133.78,134.29,7257.558,0.0018633777239742974
2025-12-08 04:00:00,134.32,135.2,134.08,135.05,7320.755,0.005643439645540911
2025-12-08 05:00:00,135.05,135.43,134.6,135.19,7366.71,0.001036116137689209
2025-12-08 06:00:00,135.2,136.0,134.71,135.73,9029.224,0.0039864219335596284
2025-12-08 07:00:00,135.73,135.98,134.92,135.85,12782.915,0.0008837175624829448
2025-12-08 08:00:00,135.85,136.96,135.66,136.73,11389.922,0.006456842448633426
2025-12-08 09:00:00,136.71,138.88,136.68,138.14,19180.441,0.010259485339836456
2025-12-08 10:00:00,138.14,139.34,138.05,138.76,13060.301,0.0044781584407221214
2025-12-08 11:00:00,138.76,139.13,138.15,138.36,13921.058,-0.0028868380325807997
2025-12-08 12:00:00,138.39,138.57,137.26,137.83,19322.351,-0.003837942362620476
2025-12-08 13:00:00,137.87,139.3,137.56,138.11,22248.958,0.002029427383489824
2025-12-08 14:00:00,138.14,138.97,136.92,137.19,30942.943,-0.006683642751763849
2025-12-08 15:00:00,137.2,137.57,135.25,135.55,29499.704,-0.012026250393398823
2025-12-08 16:00:00,135.55,136.52,134.89,135.58,17439.42327943,0.00022129605814506141
2025-12-08 17:00:00,135.6,136.28,134.78,135.82,15453.444,0.001768607682825631
2025-12-08 18:00:00,135.83,136.24,133.02,133.63,17763.691,-0.016255692892675807
2025-12-08 19:00:00,133.6,134.67,133.49,133.67,15092.974,0.0002992891904120206
2025-12-08 20:00:00,133.66,135.09,133.45,134.08,17261.96866605,0.003062560750391396
2025-12-08 21:00:00,134.09,134.58,133.25,134.48,15810.654,0.0029788523665871813
2025-12-08 22:00:00,134.48,134.55,133.39,133.59,7928.642,-0.006640081098639322
2025-12-08 23:00:00,133.58,133.79,132.45,133.25,10021.78,-0.0025483449557668074
2025-12-09 00:00:00,133.25,133.59,132.59,133.03,11177.064,-0.0016523963501395532
2025-12-09 01:00:00,133.04,133.32,132.64,133.13,13671.598,0.0007514277480115039
2025-12-09 02:00:00,133.12,133.63,132.76,132.77,10819.72901486,-0.002707786536015062
2025-12-09 03:00:00,132.79,134.4,132.5,134.14,16187.096,0.010265722763780247
2025-12-09 04:00:00,134.17,134.26,132.35,132.66,12688.289,-0.01109456657418116
2025-12-09 05:00:00,132.65,133.0,131.8,132.1,14907.28,-0.004230252569130274
2025-12-09 06:00:00,132.11,132.78,131.99,132.62,10116.7467938,0.003928684412442042
2025-12-09 07:00:00,132.62,133.28,132.38,133.18,8582.581,0.0042137007417547
2025-12-09 08:00:00,133.2,133.42,132.67,133.13,9029.752,-0.0003755022386505795
2025-12-09 09:00:00,133.14,133.14,132.33,132.35,8528.929,-0.005876165770715558
2025-12-09 10:00:00,132.36,132.89,132.02,132.74,9452.333,0.0029423990446688112
2025-12-09 11:00:00,132.75,133.02,132.48,132.95,7684.243,0.0015807899712496506
2025-12-09 12:00:00,132.95,133.57,132.74,133.11,9139.555,0.0012027363698990843
2025-12-09 13:00:00,133.12,133.29,132.01,132.4,11120.72362425,-0.005348210556020054
2025-12-09 14:00:00,132.43,132.83,131.63,132.53,15949.975,0.0009813913896795949
2025-12-09 15:00:00,132.52,138.49,132.4,138.46,42684.14029298,0.04377244035729201
2025-12-09 16:00:00,138.48,144.61,138.48,143.68,39061.95935755,0.0370071293040101
2025-12-09 17:00:00,143.67,144.9,142.49,143.09,33699.85093145,-0.004114801635245912
2025-12-09 18:00:00,143.16,143.26,141.65,142.44,16596.74297093,-0.004552944509066659
2025-12-09 19:00:00,142.47,142.83,141.7,142.09,9550.207,-0.0024601987595930606
2025-12-09 20:00:00,142.09,142.31,139.67,140.14,16519.88699342,-0.013818736707596238
2025-12-09 21:00:00,140.16,140.48,136.73,137.78,15548.47315725,-0.0169837127773379
2025-12-09 22:00:00,137.75,139.44,137.46,138.78,17141.084,0.007231735306352916
2025-12-09 23:00:00,138.77,138.79,137.69,137.87,14030.733,-0.0065787332878651196
2025-12-10 00:00:00,137.86,138.3,137.2,137.27,15057.53379767,-0.004361422919969326
2025-12-10 01:00:00,137.28,138.45,137.21,137.88,14135.499,0.004433952385096207
2025-12-10 02:00:00,137.86,138.12,137.22,137.75,10753.58999518,-0.0009432936156407753
2025-12-10 03:00:00,137.74,138.6,137.56,138.18,8293.717,0.0031167350276250796
2025-12-10 04:00:00,138.16,140.23,138.06,139.04,14379.625,0.00620447845643308
2025-12-10 05:00:00,139.04,139.59,138.66,139.15,10864.98891217,0.0007908264548179927
2025-12-10 06:00:00,139.17,139.43,138.73,139.23,7165.98597175,0.0005747539492942465
2025-12-10 07:00:00,139.23,139.23,138.38,139.17,12755.87399603,-0.00043103448943213675
2025-12-10 08:00:00,139.18,139.43,138.44,138.51,10225.748,-0.004753682244754769
2025-12-10 09:00:00,138.52,139.1,138.16,139.0,12299.601,0.0035314079436845106
2025-12-10 10:00:00,138.94,139.84,136.83,136.97,24606.92306164,-0.014712009383961971
2025-12-10 11:00:00,136.96,137.51,136.33,137.21,15616.445,0.0017506751863539608
2025-12-10 12:00:00,137.21,138.15,136.82,137.9,12322.836,0.005016185866172372
2025-12-10 13:00:00,137.87,138.16,137.48,137.7,10815.506,-0.0014513790646470974
2025-12-10 14:00:00,137.69,137.73,136.52,137.23,20175.031,-0.0034190554530673504
2025-12-10 15:00:00,137.13,137.65,135.71,136.16,22494.09,-0.007827685456477714
2025-12-10 16:00:00,136.18,137.44,135.75,136.11,23196.005,-0.0003672824810816082
2025-12-10 17:00:00,136.14,137.18,135.92,136.83,18021.366,0.005275897047736624
2025-12-10 18:00:00,136.83,139.5,136.44,137.76,28059.007,0.006773761287701647
2025-12-10 19:00:00,137.74,139.66,136.19,138.68,53337.82369914,0.006656080137402124
2025-12-10 20:00:00,138.68,142.58,137.45,138.33,49605.0702094,-0.0025269859300987643
2025-12-10 21:00:00,138.33,138.87,136.81,137.14,21153.351,-0.008639833030505712
2025-12-10 22:00:00,137.16,137.82,135.41,137.61,15350.828,0.0034212954209722007
2025-12-10 23:00:00,137.6,137.81,136.14,136.27,10036.68,-0.009785385515460938
2025-12-11 00:00:00,136.27,136.42,133.44,133.88,19204.18093271,-0.017694335418603692
2025-12-11 01:00:00,133.86,134.18,132.67,132.89,20275.265,-0.00742215799970959
2025-12-11 02:00:00,132.88,132.92,130.54,130.79,26137.99999957,-0.015928734842355356
2025-12-11 03:00:00,130.8,130.8,129.01,129.39,21126.705,-0.010761884173199544
