session_file,timestamp,symbol,event,qty,price,ret,rv_10,rv_10_ann,atr,vol_spike,order_id,fee_usd,raw,ts,trade_exit_pnl,trade_duration_min,trade_is_win,trade_entry_time,trade_exit_time,trade_entry_qty,trade_entry_leverage
live_trading_session_20260318_122750.log,2026-03-18 12:48:57,DOT/USDT,STOP_PLACED,9.1,1.609,0.027458492975734217,0.02290529019559237,3.562637913106032,0.036854611924708125,1,,0.0,[2026-03-18 12:48:57] [ActuatorAgent] 🛡️ PLACING STOP LOSS: SELL 9.1 DOT/USDT @ 1.609,2026-03-18 12:48:57,-0.66,130.3,0,2026-03-20 17:19:15,2026-03-20 19:29:33,9.8555,2.0
live_trading_session_20260318_193319.log,2026-03-18 20:05:13,WIF/USDT,STOP_PLACED,58.0,0.1764,0.0,0.0,0.0,0.0,0,,0.0,[2026-03-18 20:05:13] [ActuatorAgent] 🛡️ PLACING STOP LOSS: SELL 58.0 WIF/USDT @ 0.1764,2026-03-18 20:05:13,-0.06,339.1166666666667,0,2026-03-20 18:58:08,2026-03-21 00:37:15,83.1025,1.0
live_trading_session_20260318_122750.log,2026-03-18 12:48:57,DOT/USDT,STOP_PLACED,9.1,1.609,0.027458492975734217,0.02290529019559237,3.562637913106032,0.036854611924708125,1,,0.0,[2026-03-18 12:48:57] [ActuatorAgent] 🛡️ PLACING STOP LOSS: SELL 9.1 DOT/USDT @ 1.609,2026-03-18 12:48:57,-0.07,0.08333333333333333,0,2026-03-20 19:35:09,2026-03-20 19:35:14,9.9404,2.0
live_trading_session_20260318_122750.log,2026-03-18 12:48:57,DOT/USDT,STOP_PLACED,9.1,1.609,0.027458492975734217,0.02290529019559237,3.562637913106032,0.036854611924708125,1,,0.0,[2026-03-18 12:48:57] [ActuatorAgent] 🛡️ PLACING STOP LOSS: SELL 9.1 DOT/USDT @ 1.609,2026-03-18 12:48:57,-0.46,277.96666666666664,0,2026-03-20 21:21:41,2026-03-21 01:59:39,9.9734,2.0
live_trading_session_20260318_122750.log,2026-03-18 12:48:57,DOT/USDT,STOP_PLACED,9.1,1.609,0.027458492975734217,0.02290529019559237,3.562637913106032,0.036854611924708125,1,,0.0,[2026-03-18 12:48:57] [ActuatorAgent] 🛡️ PLACING STOP LOSS: SELL 9.1 DOT/USDT @ 1.609,2026-03-18 12:48:57,-0.86,1251.7666666666667,0,2026-03-21 01:27:41,2026-03-21 22:19:27,9.9536,2.0
live_trading_session_20260318_172048.log,2026-03-18 17:21:11,TAO/USDT,STOP_PLACED,0.05,288.21,0.0310521232068115,0.021957166889776572,3.4151689220234056,6.328275069302506,0,,0.0,[2026-03-18 17:21:11] [ActuatorAgent] 🛡️ PLACING STOP LOSS: BUY 0.05 TAO/USDT @ 288.21,2026-03-18 17:21:11,-0.15,8.866666666666667,0,2026-03-21 02:18:09,2026-03-21 02:27:01,0.055,1.0
