timestamp,symbol,entry,exit,pred_rich,vol_ann,notional,pnl
2026-03-18 11:12:22,BONK/USDT,6.4e-06,6.61e-06,-0.002135440384996407,1.6451397391130211,25.0,0.7703125000000021
2026-03-18 11:56:38,DOT/USDT,1.566,1.566,-0.002135440384996407,3.531160810776447,25.0,-0.05
2026-03-18 12:02:31,DOT/USDT,1.566,1.609,-0.002135440384996407,3.2979548512955326,25.0,0.6364623243933576
2026-03-18 17:44:35,UNI/USDT,3.613,3.503,-0.002135440384996407,0.0,25.0,-0.8111403265983939
