top_pct,base_trades,base_pnl,rich_trades,rich_pnl
1,15,1.2453960214051818,3,1.3567748243933597
2,15,1.2453960214051818,3,1.3567748243933597
5,15,1.2453960214051818,3,1.3567748243933597
10,15,1.2453960214051818,3,1.3567748243933597
