target_vol,n_trades,total_pnl,mean_pnl_per_trade,avg_notional
0.01,87,-0.13203887046251203,-0.0015176881662357705,3.638914178757446
0.02,87,-0.26407774092502406,-0.003035376332471541,7.277828357514892
0.05,87,-0.6601943523125602,-0.007588440831178852,18.194570893787233
0.1,87,-1.3203887046251204,-0.015176881662357705,36.38914178757447
0.2,87,-2.6407774092502407,-0.03035376332471541,72.77828357514893
